id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn58465	licomycin methyltransferase	licomycin methyltransferase	(1) cpd46859[0] + (1) cpd00017[0] <=> (1) cpd46857[0] + (1) cpd00019[0]	-1:cpd00017:0:"S-Adenosyl-L-methionine";-1:cpd46859:0:"<i>N</i>-demethyllincomycin-<i>S</i>-cysteine conjugate";1:cpd00019:0:"S-Adenosyl-homocysteine";1:cpd00067:0:"H+";1:cpd46857:0:"lincomycin-<i>S</i>-cysteine conjugate"	0	(1) cpd46859[0] + (1) cpd00017[0] <=> (1) cpd46857[0] + (1) cpd00019[0] + (1) cpd00067[0]	(1) <i>N</i>-demethyllincomycin-<i>S</i>-cysteine conjugate[0] + (1) S-Adenosyl-L-methionine[0] <=> (1) lincomycin-<i>S</i>-cysteine conjugate[0] + (1) S-Adenosyl-homocysteine[0] + (1) H+[0]	=	null	null	MetaCyc: RXN-12852	null	10000000	10000000	cpd00017;cpd00019;cpd00067;cpd46857;cpd46859	OK	0	null		Primary Database
rxn58466			(1) cpd00002[0] + (1) cpd48619[0] + (4) cpd00001[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd04098[1] + (1) cpd48618[0]	-4:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd48619:0:"an arsenite-[ArsD arsenite metallochaperone] complex";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";2:cpd00067:0:"H+";1:cpd04098:1:"Arsenite";1:cpd48618:0:"an [ArsD arsenite metallochaperone]"	0	(1) cpd00002[0] + (1) cpd48619[0] + (4) cpd00001[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd04098[1] + (1) cpd48618[0] + (2) cpd00067[0]	(1) ATP[0] + (1) an arsenite-[ArsD arsenite metallochaperone] complex[0] + (4) H2O[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Arsenite[1] + (1) an [ArsD arsenite metallochaperone][0] + (2) H+[0]	=	null	null	MetaCyc: RXN-22366	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd04098;cpd48618;cpd48619	OK	0	null	HB	Primary Database
rxn58467			(1) cpd46700[0] <=> (1) cpd46700[1]	-1:cpd00067:1:"H+";-1:cpd46700:0:"silicic acid";1:cpd00067:0:"H+";1:cpd46700:1:"silicic acid"	0	(1) cpd00067[1] + (1) cpd46700[0] <=> (1) cpd00067[0] + (1) cpd46700[1]	(1) H+[1] + (1) silicic acid[0] <=> (1) H+[0] + (1) silicic acid[1]	=	null	null	MetaCyc: RXN-22347	null	10000000	10000000	cpd00067;cpd46700	OK	0	null		Primary Database
rxn58468			(1) cpd48367[0] + (1) cpd00099[0] + (1) cpd00982[0] + (1) cpd00007[0] <=> (1) cpd48363[0] + (1) cpd00015[0] + (2) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd00099:0:"Cl-";-1:cpd00982:0:"FADH2";-1:cpd48367:0:"pyrrolomycin C";2:cpd00001:0:"H2O";1:cpd00015:0:"FAD";1:cpd48363:0:"pyrrolomycin D"	0	(1) cpd48367[0] + (1) cpd00099[0] + (1) cpd00982[0] + (1) cpd00007[0] + (1) cpd00067[0] <=> (1) cpd48363[0] + (1) cpd00015[0] + (2) cpd00001[0]	(1) pyrrolomycin C[0] + (1) Cl-[0] + (1) FADH2[0] + (1) O2[0] + (1) H+[0] <=> (1) pyrrolomycin D[0] + (1) FAD[0] + (2) H2O[0]	=	null	null	MetaCyc: RXN-22092	null	10000000	10000000	cpd00001;cpd00007;cpd00015;cpd00067;cpd00099;cpd00982;cpd48363;cpd48367	OK	0	null	HB	Primary Database
rxn58469			(1) cpd00002[0] + (1) cpd39647[0] + (1) cpd00001[0] <=> (1) cpd00008[0] + (1) cpd39647[1] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd39647:0:"arsenic triglutathione";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";1:cpd00067:0:"H+";1:cpd39647:1:"arsenic triglutathione"	0	(1) cpd00002[0] + (1) cpd39647[0] + (1) cpd00001[0] <=> (1) cpd00008[0] + (1) cpd39647[1] + (1) cpd00009[0] + (1) cpd00067[0]	(1) ATP[0] + (1) arsenic triglutathione[0] + (1) H2O[0] <=> (1) ADP[0] + (1) arsenic triglutathione[1] + (1) Phosphate[0] + (1) H+[0]	=	null	null	MetaCyc: RXN-22320	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd39647	OK	0	null		Primary Database
rxn58470			(1) cpd46951[0] + (1) cpd21035[0] + (1) cpd00007[0] <=> (1) cpd47593[0] + (1) cpd11630[0] + (2) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd21035:0:"Reduced flavin";-1:cpd46951:0:"5-benzyl-4-hydroxy-3-[(2R,6E,8E)-2-methyldeca-6,8-dienoyl]-1,5-dihydropyrrol-2-one";2:cpd00001:0:"H2O";1:cpd11630:0:"Flavin";1:cpd47593:0:"4-hydroxy-3-[(2R,6E,8E)-2-methyldeca-6,8-dienoyl]-5-phenyl-1H-pyridin-2-one"	0	(1) cpd46951[0] + (1) cpd21035[0] + (1) cpd00007[0] + (1) cpd00067[0] <=> (1) cpd47593[0] + (1) cpd11630[0] + (2) cpd00001[0]	(1) 5-benzyl-4-hydroxy-3-[(2R,6E,8E)-2-methyldeca-6,8-dienoyl]-1,5-dihydropyrrol-2-one[0] + (1) Reduced flavin[0] + (1) O2[0] + (1) H+[0] <=> (1) 4-hydroxy-3-[(2R,6E,8E)-2-methyldeca-6,8-dienoyl]-5-phenyl-1H-pyridin-2-one[0] + (1) Flavin[0] + (2) H2O[0]	=	null	null	MetaCyc: RXN-23171	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd11630;cpd21035;cpd46951;cpd47593	CI:-2	0	null	HB	Primary Database
rxn58471			(1) cpd27501[0] + (1) cpd00001[1] + (1) cpd00450[1] <=> (1) cpd27500[0] + (1) cpd08021[1]	-1:cpd00001:1:"H2O";-1:cpd00450:1:"Methyl sulfide";-1:cpd27501:0:"Menaquinones";1:cpd08021:1:"DMSO";1:cpd27500:0:"Menaquinols"	0	(1) cpd27501[0] + (1) cpd00001[1] + (1) cpd00450[1] <=> (1) cpd27500[0] + (1) cpd08021[1]	(1) Menaquinones[0] + (1) H2O[1] + (1) Methyl sulfide[1] <=> (1) Menaquinols[0] + (1) DMSO[1]	=	null	null	MetaCyc: DIMESULFREDUCT-RXN	null	10000000	10000000	cpd00001;cpd00450;cpd08021;cpd27500;cpd27501	OK	0	null		Primary Database
rxn58472	D-glucarate:proton symport	D-glucarate:proton symport	(1) cpd00571[1] <=> (1) cpd00571[0]	-1:cpd00067:1:"H+";-1:cpd00571:1:"Glucarate";1:cpd00067:0:"H+";1:cpd00571:0:"Glucarate"	0	(1) cpd00571[1] + (1) cpd00067[1] <=> (1) cpd00571[0] + (1) cpd00067[0]	(1) Glucarate[1] + (1) H+[1] <=> (1) Glucarate[0] + (1) H+[0]	=	null	null	MetaCyc: TRANS-RXN0-204|Name: D-glucarate:proton symport	null	10000000	10000000	cpd00067;cpd00571	OK	0	null		Primary Database
rxn58473			(1) cpd00422[0] + (1) cpd48657[0] + (3) cpd00070[0] <=> (1) cpd48658[0] + (4) cpd00010[0] + (3) cpd00011[0]	-3:cpd00067:0:"H+";-3:cpd00070:0:"Malonyl-CoA";-1:cpd00422:0:"Cinnamoyl-CoA";-1:cpd48657:0:"a chalcone synthase";4:cpd00010:0:"CoA";3:cpd00011:0:"CO2";1:cpd48658:0:"(8E)-3,5,7-trioxo-9-phenylnon-8-enoyl-[chalcome synthase]"	0	(1) cpd00422[0] + (1) cpd48657[0] + (3) cpd00070[0] + (3) cpd00067[0] <=> (1) cpd48658[0] + (4) cpd00010[0] + (3) cpd00011[0]	(1) Cinnamoyl-CoA[0] + (1) a chalcone synthase[0] + (3) Malonyl-CoA[0] + (3) H+[0] <=> (1) (8E)-3,5,7-trioxo-9-phenylnon-8-enoyl-[chalcome synthase][0] + (4) CoA[0] + (3) CO2[0]	=	null	null	MetaCyc: RXN-20996	null	10000000	10000000	cpd00010;cpd00011;cpd00067;cpd00070;cpd00422;cpd48657;cpd48658	OK	0	null		Primary Database
rxn58474			(1) cpd45369[0] + (1) cpd00689[0] <=> (1) cpd45345[0] + (1) cpd00013[0]	-1:cpd00689:0:"Porphobilinogen";-1:cpd45369:0:"a <i>holo</i>-[hydroxymethylbilane synthase]";1:cpd00013:0:"NH3";1:cpd45345:0:"a holo [hydroxymethylbilane synthase] ES intermediate"	0	(1) cpd45369[0] + (1) cpd00689[0] <=> (1) cpd45345[0] + (1) cpd00013[0]	(1) a <i>holo</i>-[hydroxymethylbilane synthase][0] + (1) Porphobilinogen[0] <=> (1) a holo [hydroxymethylbilane synthase] ES intermediate[0] + (1) NH3[0]	=	null	null	MetaCyc: RXN-21526	null	10000000	10000000	cpd00013;cpd00689;cpd45345;cpd45369	CI:2	0	null		Primary Database
rxn58475			(1) cpd11640[0] + (2) cpd22290[0] <=> (2) cpd11855[0]	-1:cpd11640:0:"H2";-2:cpd22290:0:"Acceptor";2:cpd11855:0:"RH"	0	(1) cpd11640[0] + (2) cpd22290[0] <=> (2) cpd11855[0]	(1) H2[0] + (2) Acceptor[0] <=> (2) RH[0]	=	null	null	MetaCyc: RXN-22654	null	10000000	10000000	cpd11640;cpd11855;cpd22290	CPDFORMERROR	0	null		Primary Database
rxn58476			(2) cpd00042[0] + (1) cpd22337[0] <=> (1) cpd00001[0] + (1) cpd22318[0]	-2:cpd00042:0:"GSH";-1:cpd22337:0:"Alkyl-Hydro-Peroxides";1:cpd00001:0:"H2O";1:cpd22318:0:"Alcohols"	0	(2) cpd00042[0] + (1) cpd22337[0] <=> (1) cpd00001[0] + (1) cpd22318[0]	(2) GSH[0] + (1) Alkyl-Hydro-Peroxides[0] <=> (1) H2O[0] + (1) Alcohols[0]	=	null	null	MetaCyc: RXN-20693	null	10000000	10000000	cpd00001;cpd00042;cpd22318;cpd22337	MI:C:-20/H:-28/N:-6/O:-12/S:-2|CI:4	0	null		Primary Database
rxn58477	D-mannose:Na+ symport	D-mannose:Na+ symport	(1) cpd27437[1] + (1) cpd00971[1] <=> (1) cpd27437[0] + (1) cpd00971[0]	-1:cpd00971:1:"Na+";-1:cpd27437:1:"MANNOSE";1:cpd00971:0:"Na+";1:cpd27437:0:"MANNOSE"	0	(1) cpd27437[1] + (1) cpd00971[1] <=> (1) cpd27437[0] + (1) cpd00971[0]	(1) MANNOSE[1] + (1) Na+[1] <=> (1) MANNOSE[0] + (1) Na+[0]	=	null	null	MetaCyc: TRANS-RXN-493|Name: D-mannose:Na+ symport	null	10000000	10000000	cpd00971;cpd27437	OK	0	null		Primary Database
rxn58478			(1) cpd43908[1] <=> (1) cpd43908[0]	-1:cpd43908:1:"hydrophilic solute or ion < 600 Da";1:cpd43908:0:"hydrophilic solute or ion < 600 Da"	0	(1) cpd43908[1] <=> (1) cpd43908[0]	(1) hydrophilic solute or ion < 600 Da[1] <=> (1) hydrophilic solute or ion < 600 Da[0]	=	null	null	MetaCyc: RXN0-2481	null	10000000	10000000	cpd43908	OK	0	null		Primary Database
rxn58479			(1) cpd30770[0] + (1) cpd47467[0] <=> (1) cpd47270[0] + (1) cpd00014[0]	-1:cpd30770:0:"UDP-D-galactopyranose";-1:cpd47467:0:"alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc-PP-Und";1:cpd00014:0:"UDP";1:cpd47270:0:"alpha-D-Gal-(1->4)-alpha-Neu5Ac-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-PP-Und"	0	(1) cpd30770[0] + (1) cpd47467[0] <=> (1) cpd47270[0] + (1) cpd00014[0]	(1) UDP-D-galactopyranose[0] + (1) alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc-PP-Und[0] <=> (1) alpha-D-Gal-(1->4)-alpha-Neu5Ac-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-PP-Und[0] + (1) UDP[0]	=	null	null	MetaCyc: RXN-22073	null	10000000	10000000	cpd00014;cpd30770;cpd47270;cpd47467	CI:-1	0	null	HB	Primary Database
rxn58480			(2) cpd00007[1] + (1) cpd28300[0] <=> (2) cpd00532[1] + (1) cpd28301[0]	-2:cpd00007:1:"O2";-1:cpd28300:0:"Ubiquinols";2:cpd00532:1:"O2-";1:cpd28301:0:"Ubiquinones"	0	(2) cpd00007[1] + (1) cpd28300[0] <=> (2) cpd00532[1] + (1) cpd28301[0]	(2) O2[1] + (1) Ubiquinols[0] <=> (2) O2-[1] + (1) Ubiquinones[0]	=	null	null	MetaCyc: RXN-20148	null	10000000	10000000	cpd00007;cpd00532;cpd28300;cpd28301	OK	0	null	HB	Primary Database
rxn58481			(1) cpd30789[0] + (2) cpd00024[0] + (2) cpd00007[0] <=> (1) cpd25352[0] + (2) cpd00055[0] + (2) cpd00036[0] + (2) cpd00011[0]	-2:cpd00007:0:"O2";-2:cpd00024:0:"2-Oxoglutarate";-1:cpd30789:0:"Rubisco-trimethylated-lysine";2:cpd00011:0:"CO2";2:cpd00036:0:"Succinate";2:cpd00055:0:"Formaldehyde";1:cpd25352:0:"CPD-8581"	0	(1) cpd30789[0] + (2) cpd00024[0] + (2) cpd00007[0] <=> (1) cpd25352[0] + (2) cpd00055[0] + (2) cpd00036[0] + (2) cpd00011[0]	(1) Rubisco-trimethylated-lysine[0] + (2) 2-Oxoglutarate[0] + (2) O2[0] <=> (1) CPD-8581[0] + (2) Formaldehyde[0] + (2) Succinate[0] + (2) CO2[0]	=	null	null	MetaCyc: RXN-20640; RXN-20642; RXN-20643	null	10000000	10000000	cpd00007;cpd00011;cpd00024;cpd00036;cpd00055;cpd25352;cpd30789	OK	0	null		Primary Database
rxn58482			(1) cpd26852[0] + (1) cpd00001[0] <=> (1) cpd01178[0]	-1:cpd00001:0:"H2O";-1:cpd26852:0:"DFA IV";1:cpd01178:0:"Inulobiose"	0	(1) cpd26852[0] + (1) cpd00001[0] <=> (1) cpd01178[0]	(1) DFA IV[0] + (1) H2O[0] <=> (1) Inulobiose[0]	=	null	null	MetaCyc: RXN-22586	null	10000000	10000000	cpd00001;cpd01178;cpd26852	OK	0	null		Primary Database
rxn58483			(1) cpd22346[0] <=> (1) cpd22346[1]	-1:cpd22346:0:"All-Amines";1:cpd22346:1:"All-Amines"	0	(1) cpd22346[0] <=> (1) cpd22346[1]	(1) All-Amines[0] <=> (1) All-Amines[1]	=	null	null	MetaCyc: RXN0-7244	null	10000000	10000000	cpd22346	OK	0	null		Primary Database
rxn58484			(1) cpd00895[0] + (1) cpd00022[0] + (1) cpd00001[0] + (2) cpd27757[0] <=> (1) cpd00011[0] + (1) cpd00010[0] + (2) cpd28082[0]	-1:cpd00001:0:"H2O";-1:cpd00022:0:"Acetyl-CoA";-1:cpd00895:0:"H4MPT";-2:cpd27757:0:"Oxidized-ferredoxins";1:cpd00010:0:"CoA";1:cpd00011:0:"CO2";2:cpd00067:0:"H+";2:cpd28082:0:"Reduced-ferredoxins"	0	(1) cpd00895[0] + (1) cpd00022[0] + (1) cpd00001[0] + (2) cpd27757[0] <=> (1) cpd00011[0] + (1) cpd00010[0] + (2) cpd28082[0] + (2) cpd00067[0]	(1) H4MPT[0] + (1) Acetyl-CoA[0] + (1) H2O[0] + (2) Oxidized-ferredoxins[0] <=> (1) CO2[0] + (1) CoA[0] + (2) Reduced-ferredoxins[0] + (2) H+[0]	=	null	null	MetaCyc: RXN-22566	null	10000000	10000000	cpd00001;cpd00010;cpd00011;cpd00022;cpd00067;cpd00895;cpd27757;cpd28082	MI:C:-31/H:-44/N:-6/O:-16/P:-1|CI:3	0	null		Primary Database
rxn58485			(1) cpd36245[0] <=> (1) cpd36245[1]	-1:cpd36245:0:"Glycosides";1:cpd36245:1:"Glycosides"	0	(1) cpd36245[0] <=> (1) cpd36245[1]	(1) Glycosides[0] <=> (1) Glycosides[1]	=	null	null	MetaCyc: RXN0-7210	null	10000000	10000000	cpd36245	OK	0	null		Primary Database
rxn58486			(1) cpd00053[0] + (1) cpd24838[0] + (1) cpd00002[0] + (1) cpd00001[0] <=> (1) cpd00023[0] + (1) cpd23334[0] + (1) cpd00008[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd00053:0:"L-Glutamine";-1:cpd24838:0:"GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";1:cpd00023:0:"L-Glutamate";1:cpd00067:0:"H+";1:cpd23334:0:"GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol"	0	(1) cpd00053[0] + (1) cpd24838[0] + (1) cpd00002[0] + (1) cpd00001[0] <=> (1) cpd00023[0] + (1) cpd23334[0] + (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0]	(1) L-Glutamine[0] + (1) GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol[0] + (1) ATP[0] + (1) H2O[0] <=> (1) L-Glutamate[0] + (1) GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-iGln-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol[0] + (1) ADP[0] + (1) Phosphate[0] + (1) H+[0]	=	null	null	MetaCyc: RXN-20088	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00023;cpd00053;cpd00067;cpd23334;cpd24838	OK	0	null		Primary Database
rxn58488			(1) cpd47511[0] + (1) cpd00023[0] <=> (1) cpd47032[0] + (1) cpd00024[0]	-1:cpd00023:0:"L-Glutamate";-1:cpd47511:0:"ADP-6''-oxo-D-glycero-alpha-D-galacto-heptose";1:cpd00024:0:"2-Oxoglutarate";1:cpd47032:0:"ADP-6''-amino-6''-deoxy-D-glycero-alpha-D-galacto-heptose"	0	(1) cpd47511[0] + (1) cpd00023[0] <=> (1) cpd47032[0] + (1) cpd00024[0]	(1) ADP-6''-oxo-D-glycero-alpha-D-galacto-heptose[0] + (1) L-Glutamate[0] <=> (1) ADP-6''-amino-6''-deoxy-D-glycero-alpha-D-galacto-heptose[0] + (1) 2-Oxoglutarate[0]	=	null	null	MetaCyc: RXN-23149	null	10000000	10000000	cpd00023;cpd00024;cpd47032;cpd47511	CI:-1	0	null		Primary Database
rxn58489			(1) cpd06715[0] + (1) cpd46243[0] <=> (1) cpd48244[0] + (1) cpd00010[0]	-1:cpd06715:0:"Cyclohexane-1-carboxyl-CoA";-1:cpd46243:0:"de(cyclohexane-1-carbonyl)-thiazinotrienomycin E";1:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd48244:0:"thiazinotrienomycin E"	0	(1) cpd06715[0] + (1) cpd46243[0] <=> (1) cpd48244[0] + (1) cpd00010[0] + (1) cpd00067[0]	(1) Cyclohexane-1-carboxyl-CoA[0] + (1) de(cyclohexane-1-carbonyl)-thiazinotrienomycin E[0] <=> (1) thiazinotrienomycin E[0] + (1) CoA[0] + (1) H+[0]	=	null	null	MetaCyc: RXN-20427	null	10000000	10000000	cpd00010;cpd00067;cpd06715;cpd46243;cpd48244	CI:1	0	null		Primary Database
rxn58490			(1) cpd43899[1] + (1) cpd00002[0] + (1) cpd00001[0] <=> (1) cpd43899[0] + (1) cpd00008[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd43899:1:"a cobamide";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";1:cpd00067:0:"H+";1:cpd43899:0:"a cobamide"	0	(1) cpd43899[1] + (1) cpd00002[0] + (1) cpd00001[0] <=> (1) cpd43899[0] + (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0]	(1) a cobamide[1] + (1) ATP[0] + (1) H2O[0] <=> (1) a cobamide[0] + (1) ADP[0] + (1) Phosphate[0] + (1) H+[0]	=	null	null	MetaCyc: TRANS-RXN2G6Z-78	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd43899	OK	0	null		Primary Database
rxn58491			(1) cpd22047[0] + (1) cpd00001[0] + (1) cpd22290[0] <=> (1) cpd39194[0] + (1) cpd26978[0]	-1:cpd00001:0:"H2O";-1:cpd22047:0:"3-Oxo-Delta-1-Steroids";-1:cpd22290:0:"Acceptor";1:cpd26978:0:"Donor-H2";1:cpd39194:0:"a steroid 1,3-dione"	0	(1) cpd22047[0] + (1) cpd00001[0] + (1) cpd22290[0] <=> (1) cpd39194[0] + (1) cpd26978[0]	(1) 3-Oxo-Delta-1-Steroids[0] + (1) H2O[0] + (1) Acceptor[0] <=> (1) a steroid 1,3-dione[0] + (1) Donor-H2[0]	=	null	null	MetaCyc: RXN-21497	null	10000000	10000000	cpd00001;cpd22047;cpd22290;cpd26978;cpd39194	CPDFORMERROR	0	null		Primary Database
rxn58492			(1) cpd22439[0] <=> (1) cpd22439[1]	-1:cpd22439:0:"Bases";1:cpd22439:1:"Bases"	0	(1) cpd22439[0] <=> (1) cpd22439[1]	(1) Bases[0] <=> (1) Bases[1]	=	null	null	MetaCyc: TRANS-RXN0-611	null	10000000	10000000	cpd22439	OK	0	null		Primary Database
rxn58493			(1) cpd46391[0] + (1) cpd22706[0] <=> (1) cpd45658[0] + (1) cpd00014[0]	-1:cpd22706:0:"Cerberigenin";-1:cpd46391:0:"UDP-alpha-D-digitoxose";1:cpd00014:0:"UDP";1:cpd45658:0:"evatromonoside"	0	(1) cpd46391[0] + (1) cpd22706[0] <=> (1) cpd45658[0] + (1) cpd00014[0]	(1) UDP-alpha-D-digitoxose[0] + (1) Cerberigenin[0] <=> (1) evatromonoside[0] + (1) UDP[0]	=	null	null	MetaCyc: RXN-20976	null	10000000	10000000	cpd00014;cpd22706;cpd45658;cpd46391	CI:-3	0	null	HB	Primary Database
rxn58494			(1) cpd24472[0] + (6) cpd27031[0] + (3) cpd00007[0] <=> (1) cpd46795[0] + (6) cpd27029[0] + (4) cpd00001[0]	-3:cpd00007:0:"O2";-5:cpd00067:0:"H+";-1:cpd24472:0:"24(25)-dihydrocycloartenol";-6:cpd27031:0:"FERROCYTOCHROME-B5";4:cpd00001:0:"H2O";6:cpd27029:0:"FERRICYTOCHROME-B5";1:cpd46795:0:"(3beta,9beta)-4alpha-demethyl-4alpha-carboxy-9,19-cyclolanost-3-ol"	0	(1) cpd24472[0] + (6) cpd27031[0] + (3) cpd00007[0] + (5) cpd00067[0] <=> (1) cpd46795[0] + (6) cpd27029[0] + (4) cpd00001[0]	(1) 24(25)-dihydrocycloartenol[0] + (6) FERROCYTOCHROME-B5[0] + (3) O2[0] + (5) H+[0] <=> (1) (3beta,9beta)-4alpha-demethyl-4alpha-carboxy-9,19-cyclolanost-3-ol[0] + (6) FERRICYTOCHROME-B5[0] + (4) H2O[0]	=	null	null	MetaCyc: RXN-20433	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd24472;cpd27029;cpd27031;cpd46795	CI:10000001	0	null		Primary Database
rxn58495			(1) cpd23256[0] + (1) cpd00106[0] <=> (1) cpd25794[0] + (1) cpd00036[0]	-2:cpd00067:0:"H+";-1:cpd00106:0:"Fumarate";-1:cpd23256:0:"MKH2-9";1:cpd00036:0:"Succinate";2:cpd00067:1:"H+";1:cpd25794:0:"MK-9"	0	(1) cpd23256[0] + (1) cpd00106[0] + (2) cpd00067[0] <=> (1) cpd25794[0] + (2) cpd00067[1] + (1) cpd00036[0]	(1) MKH2-9[0] + (1) Fumarate[0] + (2) H+[0] <=> (1) MK-9[0] + (2) H+[1] + (1) Succinate[0]	=	null	null	MetaCyc: RXN-21414	null	10000000	10000000	cpd00036;cpd00067;cpd00106;cpd23256;cpd25794	OK	0	null		Primary Database
rxn58496			(1) cpd29533[0] + (1) cpd00366[1] <=> (1) cpd00786[0] + (1) cpd27934[0]	-1:cpd00366:1:"Ribitol";-1:cpd29533:0:"PTSH-PHOSPHORYLATED";1:cpd00786:0:"Ribitol 5-phosphate";1:cpd27934:0:"Protein-Histidines"	0	(1) cpd29533[0] + (1) cpd00366[1] <=> (1) cpd00786[0] + (1) cpd27934[0]	(1) PTSH-PHOSPHORYLATED[0] + (1) Ribitol[1] <=> (1) Ribitol 5-phosphate[0] + (1) Protein-Histidines[0]	=	null	null	MetaCyc: RXN-23383	null	10000000	10000000	cpd00366;cpd00786;cpd27934;cpd29533	OK	0	null		Primary Database
rxn58497	sodium:potassium antiport	sodium:potassium antiport	(1) cpd00205[1] + (1) cpd00971[1] <=> (1) cpd00205[0] + (1) cpd00971[0]	-1:cpd00205:1:"K+";-1:cpd00971:1:"Na+";1:cpd00205:0:"K+";1:cpd00971:0:"Na+"	0	(1) cpd00205[1] + (1) cpd00971[1] <=> (1) cpd00205[0] + (1) cpd00971[0]	(1) K+[1] + (1) Na+[1] <=> (1) K+[0] + (1) Na+[0]	=	null	null	MetaCyc: TRANS-RXN-188|Name: sodium:potassium antiport	null	10000000	10000000	cpd00205;cpd00971	OK	0	null		Primary Database
rxn58498			(1) cpd47898[0] <=> (1) cpd45647[0]	-1:cpd00067:0:"H+";-1:cpd47898:0:"[(2R)-3-(aminooxy)-propan-2-yl]-amino-PLP";1:cpd45647:0:"[(2R)-2-aminopropan-3-yl]-amino-PLP"	0	(1) cpd47898[0] + (1) cpd00067[0] <=> (1) cpd45647[0]	(1) [(2R)-3-(aminooxy)-propan-2-yl]-amino-PLP[0] + (1) H+[0] <=> (1) [(2R)-2-aminopropan-3-yl]-amino-PLP[0]	=	null	null	MetaCyc: RXN-22549	null	10000000	10000000	cpd00067;cpd45647;cpd47898	CI:-1	0	null		Primary Database
rxn58499			(1) cpd00002[0] + (1) cpd43526[0] + (1) cpd00001[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd43526[1]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd43526:0:"an oligomycin";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";1:cpd00067:0:"H+";1:cpd43526:1:"an oligomycin"	0	(1) cpd00002[0] + (1) cpd43526[0] + (1) cpd00001[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd43526[1] + (1) cpd00067[0]	(1) ATP[0] + (1) an oligomycin[0] + (1) H2O[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) an oligomycin[1] + (1) H+[0]	=	null	null	MetaCyc: RXN-20868	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd43526	OK	0	null	HB	Primary Database
rxn58500	galactonate:proton symport	galactonate:proton symport	(1) cpd00653[1] <=> (1) cpd00653[0]	-2:cpd00067:1:"H+";-1:cpd00653:1:"D-Galactonate";2:cpd00067:0:"H+";1:cpd00653:0:"D-Galactonate"	0	(2) cpd00067[1] + (1) cpd00653[1] <=> (2) cpd00067[0] + (1) cpd00653[0]	(2) H+[1] + (1) D-Galactonate[1] <=> (2) H+[0] + (1) D-Galactonate[0]	=	null	null	MetaCyc: TRANS-RXN-16	null	10000000	10000000	cpd00067;cpd00653	OK	0	null		Primary Database
